GPSTime,DeviceTime,Longitude,Latitude,GPSSpeed,HorizontalDilutionofPrecision,Altitude,Bearing,Gx,Gy,Gz,Gcalibrated,0-60Time,Averagetripspeed,COgkm,EngineRPM,Horsepower,MilesPerGallonInstant,MilesPerGallon,Speed,Torque,Voltage
Mon Jun 10 19:05:13 GMT+01:00 2013,10-Jun-2013 19:05:19.055,0.14001181,51.52995943,22.5,6.0,58.0,137.3,1.14410925,9.91561317,0.21792556,0.03671449,-,35.46396255,115.59119415,2508.75,6.3926034,53.75075912,44.77420425,50.33106613,18.14456177,12.60000038
Mon Jun 10 19:05:14 GMT+01:00 2013,10-Jun-2013 19:05:20.051,0.14019652,51.52980307,23.271496,4.0,60.5,142.0,1.75702488,10.06543732,-0.76273948,0.06345147,-,35.47975922,115.1989975,2508.75,6.3926034,49.9472084,44.77790833,50.33106613,18.14456177,12.5
Mon Jun 10 19:05:15 GMT+01:00 2013,10-Jun-2013 19:05:21.063,0.14041018,51.52964723,23.005434,4.0,59.29999923706055,142.6,1.33479404,10.76007462,0.3405087,0.12479967,-,35.49596786,115.29279327,2517.5,6.3926034,60.38964462,44.78207397,50.33106613,18.14456177,12.5
Mon Jun 10 19:05:16 GMT+01:00 2013,10-Jun-2013 19:05:22.053,0.14060059,51.52945474,23.0,4.0,59.0,144.3,1.63444173,10.10629845,-0.38136974,0.06331307,-,35.51723099,115.42577362,2526.25,-,55.2708931,44.77964401,50.33106613,-,12.5
Mon Jun 10 19:05:17 GMT+01:00 2013,10-Jun-2013 19:05:23.082,0.14078008,51.52929761,23.0,4.0,59.29999923706055,146.6,1.44375682,10.02457619,0.29964766,0.0518685,-,35.53313446,115.57514191,2525.5,-,52.29796982,44.78090286,50.33106613,-,12.39999962
Mon Jun 10 19:05:18 GMT+01:00 2013,10-Jun-2013 19:05:24.053,0.14095049,51.52911441,23.0,4.0,59.29999923706055,147.1,2.13839459,10.41956615,-0.14982383,0.10338205,-,35.54923248,115.72431946,2537.5,6.49349165,53.09465408,44.78371811,50.95243835,18.22209549,12.5
Mon Jun 10 19:05:19 GMT+01:00 2013,10-Jun-2013 19:05:25.078,0.14113143,51.52893974,23.0,5.0,59.20000076293945,147.1,1.37565517,10.10629845,-0.29964766,0.05915242,-,35.57122803,115.98112488,2544,6.49349165,44.93549728,44.78639984,50.95243835,18.22209549,12.5
Mon Jun 10 19:05:20 GMT+01:00 2013,10-Jun-2013 19:05:26.075,0.14131936,51.52875085,23.25,4.0,57.900001525878906,147.5,1.83874691,9.6432066,0.0272407,0.01971179,-,35.58220291,116.34054565,2561.75,6.49349165,42.69215012,44.78720474,50.95243835,18.22209549,12.5
Mon Jun 10 19:05:21 GMT+01:00 2013,10-Jun-2013 19:05:27.051,0.14149654,51.52858232,23.0,5.0,57.900001525878906,147.7,1.56633997,11.03248119,0.0272407,0.15489703,-,35.60410309,116.67752075,2563,-,43.86534119,44.7874794,50.95243835,-,12.5
Mon Jun 10 19:05:22 GMT+01:00 2013,10-Jun-2013 19:05:28.062,0.14167289,51.52840834,23.0,7.0,57.79999923706055,147.7,1.33479404,9.22097588,-0.06810174,-0.03122085,-,35.62071228,117.00693512,2558.75,6.47363949,47.38011551,44.78886032,50.95243835,17.93665695,12.5
Mon Jun 10 19:05:23 GMT+01:00 2013,10-Jun-2013 19:05:29.051,0.14183562,51.52823327,23.0,8.0,58.79999923706055,146.8,1.14410925,9.30269718,-0.64015633,-0.02334213,-,35.64250565,117.20944214,2552,6.47363949,51.56667709,44.79048538,50.95243835,17.93665695,12.30000019
Mon Jun 10 19:05:24 GMT+01:00 2013,10-Jun-2013 19:05:30.054,0.14199585,51.52806621,23.0,9.0,58.5,145.9,1.22583127,9.11201286,0.21792556,-0.04351985,-,35.65880966,117.34519958,2545.25,6.47363949,70.8932724,44.78580856,50.95243835,17.93665695,12.5
Mon Jun 10 19:05:25 GMT+01:00 2013,10-Jun-2013 19:05:31.072,0.1421803,51.52789656,23.0,11.0,58.400001525878906,145.9,1.22583127,8.7987442,-0.0272407,-0.07541734,-,35.67939377,116.95178223,2510,-,48.44451141,44.79306793,49.70969391,-,12.5
Mon Jun 10 19:05:26 GMT+01:00 2013,10-Jun-2013 19:05:32.057,0.14239142,51.52775323,22.75,8.0,59.0,142.8,1.60720098,9.83389091,0.0272407,0.03473884,-,35.69495773,117.29724884,2522.25,-,44.74433136,44.79338837,50.33106613,-,12.5
Mon Jun 10 19:05:27 GMT+01:00 2013,10-Jun-2013 19:05:33.052,0.14260691,51.52758447,23.0,7.0,57.5,142.2,1.79788589,9.9564743,-0.6810174,0.05267912,-,35.71049118,117.70596313,2531.75,-,41.46565628,44.79478073,50.33106613,-,12.5
Mon Jun 10 19:05:28 GMT+01:00 2013,10-Jun-2013 19:05:34.050,0.1428101,51.52741087,23.0,6.0,57.70000076293945,142.1,1.56633997,10.80093575,-0.29964766,0.13194913,-,35.73136902,118.02072144,2536.75,-,45.74608994,44.79595184,50.95243835,-,12.5
Mon Jun 10 19:05:29 GMT+01:00 2013,10-Jun-2013 19:05:35.068,0.1430437,51.52723685,23.255375,5.0,58.099998474121094,137.1,1.0215261,10.29698277,0.10896278,0.07385248,-,35.74726105,118.29761505,2542.25,6.25930023,62.28587723,44.79811859,50.95243835,17.49938965,12.5
Mon Jun 10 19:05:30 GMT+01:00 2013,10-Jun-2013 19:05:36.055,0.14326955,51.52708531,23.255375,5.0,58.79999923706055,137.1,0.72187841,10.06543732,-0.10896278,0.04773372,-,35.76803589,118.35993195,2529.5,6.25930023,50.52970505,44.80157471,50.33106613,17.49938965,12.5
Mon Jun 10 19:05:31 GMT+01:00 2013,10-Jun-2013 19:05:37.061,0.14352375,51.52693983,23.25,5.0,57.79999923706055,136.5,1.10324812,9.6432066,0,0.00840986,-,35.78363037,118.63200378,2534.5,6.40096092,45.00195694,44.80415726,50.33106613,17.97660446,12.39999962
Mon Jun 10 19:05:32 GMT+01:00 2013,10-Jun-2013 19:05:38.061,0.14375552,51.526774,23.5,5.0,59.20000076293945,137.0,1.37565517,9.91561317,-0.25878662,0.03978783,-,35.79941177,119.03866577,2540.25,6.40096092,44.26682663,44.79701996,50.95243835,17.97660446,12.39999962
Mon Jun 10 19:05:33 GMT+01:00 2013,10-Jun-2013 19:05:39.051,0.14399046,51.52660779,24.0,6.0,59.0,136.0,3.02371716,9.19373512,-0.29964766,0.00603783,-,35.82069778,119.33321381,2558.5,6.40096092,44.82076645,44.79893112,50.95243835,17.97660446,12.5
Mon Jun 10 19:05:34 GMT+01:00 2013,10-Jun-2013 19:05:40.062,0.14423939,51.52646979,23.75,6.0,58.20000076293945,133.8,1.52547896,10.90989876,0.44947147,0.14287335,-,35.83683777,119.25673676,2547.75,-,255,44.80270004,51.57381058,-,12.30000019
Mon Jun 10 19:05:35 GMT+01:00 2013,10-Jun-2013 19:05:41.065,0.14448718,51.52632167,23.75,8.0,58.099998474121094,133.8,1.44375682,8.96218872,0.3405087,-0.05499411,-,35.85272598,119.62645721,2547.75,-,41.01811218,44.80429459,50.95243835,-,12.5
Mon Jun 10 19:05:36 GMT+01:00 2013,10-Jun-2013 19:05:42.050,0.14474163,51.52620181,23.25,7.0,59.20000076293945,131.4,0.83084118,9.91561317,0.40861043,0.0341627,-,35.87429428,119.90261078,2573.25,-,48.46346283,44.80461884,51.57381058,-,12.5
Mon Jun 10 19:05:37 GMT+01:00 2013,10-Jun-2013 19:05:43.066,0.1450012,51.52609138,23.0,6.0,60.0,129.4,1.83874691,10.41956615,-0.49033251,0.09870642,-,35.89075851,120.1661911,2581,6.30981684,43.58746338,44.80538177,51.57381058,17.45557976,12.39999962
Mon Jun 10 19:05:38 GMT+01:00 2013,10-Jun-2013 19:05:44.051,0.14527737,51.52599535,23.25,5.0,60.20000076293945,125.9,1.29393303,10.02457619,1.14410925,0.05593008,-,35.9071846,120.13567352,2561.5,6.30981684,255,44.80592728,51.57381058,17.45557976,12.5
Mon Jun 10 19:05:39 GMT+01:00 2013,10-Jun-2013 19:05:45.064,0.14554585,51.52585523,23.25,5.0,59.79999923706055,125.9,2.05667257,10.33784389,-0.29964766,0.09389299,-,35.92860031,120.20405579,2567.5,6.30981684,41.9557724,44.81283188,50.95243835,17.45557976,12.5
Mon Jun 10 19:05:40 GMT+01:00 2013,10-Jun-2013 19:05:46.062,0.14581986,51.52573134,23.25,7.0,59.79999923706055,125.9,1.22583127,10.21526051,-0.29964766,0.06822628,-,35.94473267,120.56604004,2578.75,-,44.62126923,44.81354904,51.57381058,-,12.5
Mon Jun 10 19:05:41 GMT+01:00 2013,10-Jun-2013 19:05:47.062,0.14611241,51.52560608,23.5,6.0,59.20000076293945,124.9,1.41651618,9.99733543,0.0272407,0.04827887,-,35.96626282,119.88957214,2537.75,13.28119946,255,44.8150444,50.95243835,36.67365265,12.89999962
Mon Jun 10 19:05:42 GMT+01:00 2013,10-Jun-2013 19:05:48.064,0.14637456,51.52549802,23.5,6.0,59.400001525878906,123.6,1.29393303,10.90989876,-0.57205462,0.1404317,-,35.9812355,119.64332581,2521.5,13.28119946,64.17827606,44.82016754,50.33106613,36.67365265,12.5
Mon Jun 10 19:05:43 GMT+01:00 2013,10-Jun-2013 19:05:49.080,0.14668479,51.52541422,23.5,6.0,58.900001525878906,121.3,1.52547896,9.45252132,0.38136974,-0.00419927,-,35.99617767,119.58374786,2507.5,13.28119946,255,44.82271194,50.33106613,36.67365265,12.39999962
Mon Jun 10 19:05:44 GMT+01:00 2013,10-Jun-2013 19:05:50.078,0.14695718,51.52533231,23.0,5.0,59.400001525878906,119.7,0.91256332,10.14715862,-0.3405087,0.05812329,-,36.01583862,119.95331573,2530.25,-,38.49500656,44.82578659,50.33106613,-,12.5
Mon Jun 10 19:05:45 GMT+01:00 2013,10-Jun-2013 19:05:51.057,0.14725361,51.52524604,23.5,4.0,59.5,117.4,1.06238711,10.25612164,-0.6810174,0.07236022,-,36.03113937,120.647789,2541.75,6.20336866,35.91304016,44.82517242,50.95243835,17.37884331,12.5
Mon Jun 10 19:05:46 GMT+01:00 2013,10-Jun-2013 19:05:52.088,0.14755324,51.52514905,23.5,5.0,59.29999923706055,117.4,1.98857081,8.92132759,-0.44947147,-0.04814452,-,36.05177689,121.09798431,2568,6.20336866,43.61383057,44.82455063,50.95243835,17.37884331,12.5
Mon Jun 10 19:05:47 GMT+01:00 2013,10-Jun-2013 19:05:53.063,0.14788604,51.52507188,23.5,4.0,59.70000076293945,115.7,1.56633997,10.29698277,-0.87170225,0.08442789,-,36.06764603,121.52191925,2581.25,6.20336866,38.57265091,44.82520676,51.57381058,17.37884331,12.69999981
Mon Jun 10 19:05:48 GMT+01:00 2013,10-Jun-2013 19:05:54.056,0.14818996,51.52498687,23.5,4.0,59.900001525878906,114.8,1.86598766,8.58081913,0.40861043,-0.08488727,-,36.08369827,121.94920349,2597.75,6.40391493,39.32196045,44.81541061,51.57381058,17.68669128,12.5
Mon Jun 10 19:05:49 GMT+01:00 2013,10-Jun-2013 19:05:55.064,0.14849402,51.52489912,23.5,6.0,59.79999923706055,114.8,1.83874691,9.41166019,-0.57205462,-0.00172967,-,36.10504913,122.10441589,2578,6.40391493,55.09336472,44.81790543,51.57381058,17.68669128,12.30000019
Mon Jun 10 19:05:50 GMT+01:00 2013,10-Jun-2013 19:05:56.054,0.14880487,51.52482408,23.5,6.0,60.099998474121094,113.2,1.60720098,10.21526051,0.10896278,0.07317883,-,36.12102509,122.42916107,2579.25,6.40391493,39.34098434,44.81842804,51.57381058,17.68669128,12.60000038
Mon Jun 10 19:05:51 GMT+01:00 2013,10-Jun-2013 19:05:57.080,0.14912866,51.52474039,23.5,5.0,60.400001525878906,111.9,0.9942854,9.87475204,0.3405087,0.03128558,-,36.13696289,122.41416168,2579.5,-,255,44.82188034,51.57381058,-,12.60000038
Mon Jun 10 19:05:52 GMT+01:00 2013,10-Jun-2013 19:05:58.057,0.14945264,51.52468218,23.25,5.0,61.099998474121094,109.5,1.83874691,9.41166019,1.06238711,0.00251311,-,36.15138245,121.43972778,2458.5,-,255,44.83147812,49.0883255,-,14.19999981
Mon Jun 10 19:05:53 GMT+01:00 2013,10-Jun-2013 19:05:59.061,0.1497737,51.5246232,22.5,5.0,61.79999923706055,108.9,2.32907939,8.7987442,1.29393303,-0.04386443,-,36.16342163,120.71398926,2340.25,-,255,44.84100723,47.22420883,-,14.10000038
Mon Jun 10 19:05:54 GMT+01:00 2013,10-Jun-2013 19:06:00.050,0.15005062,51.52456121,21.5,5.0,61.599998474121094,107.9,2.09753346,9.45252132,-0.10896278,0.00606024,-,36.17751694,119.99259186,2294.5,-,255,44.84938431,45.9814682,-,12.69999981
Mon Jun 10 19:05:55 GMT+01:00 2013,10-Jun-2013 19:06:01.063,0.15034721,51.52450145,21.5,7.0,61.599998474121094,107.9,1.10324812,10.18801975,-0.87170225,0.06737798,-,36.18801117,120.14038086,2335.75,-,33.12042236,44.85454941,46.60284042,-,12.30000019
Mon Jun 10 19:05:56 GMT+01:00 2013,10-Jun-2013 19:06:02.063,0.15063134,51.52444777,21.0,7.0,62.20000076293945,107.0,1.71616375,9.26183605,0.19068487,-0.02061045,-,36.19933701,120.20406342,2355,11.62169647,255,44.85321045,47.22420883,35.14023972,12.5
Mon Jun 10 19:05:57 GMT+01:00 2013,10-Jun-2013 19:06:03.081,0.15093101,51.52440238,21.25,6.0,61.900001525878906,106.4,1.44375682,10.18801975,0.3405087,0.06848437,-,36.21020889,119.836586,2335.5,11.62169647,255,44.85936356,46.60284042,35.14023972,12.60000038
Mon Jun 10 19:05:58 GMT+01:00 2013,10-Jun-2013 19:06:04.073,0.15122127,51.52434881,21.25,6.0,61.900001525878906,106.1,-0.06810174,10.10629845,0.91256332,0.05341834,-,36.22418213,119.12042999,2303.75,11.62169647,255,44.86602783,46.60284042,35.14023972,14.10000038
Mon Jun 10 19:05:59 GMT+01:00 2013,10-Jun-2013 19:06:05.070,0.15151865,51.52429522,21.25,8.0,61.900001525878906,106.1,1.79788589,9.19373512,0.19068487,-0.02587062,-,36.23684311,118.17221069,2239.75,-,255,44.87483978,45.36009598,-,14.10000038
Mon Jun 10 19:06:00 GMT+01:00 2013,10-Jun-2013 19:06:06.054,0.15180761,51.52423496,21.0,7.0,62.900001525878906,106.5,1.63444173,8.98942947,-0.25878662,-0.04924965,-,36.24510193,117.83715057,2235.5,-,40.18170547,44.88075256,44.11735535,-,12.39999962
Mon Jun 10 19:06:01 GMT+01:00 2013,10-Jun-2013 19:06:07.073,0.15209135,51.52419345,20.75,7.0,62.70000076293945,106.5,2.47890329,9.45252132,-0.14982383,0.0152598,-,36.25376511,117.78713226,2259.25,-,48.3897171,44.88465881,44.73872757,-,12.39999962
Mon Jun 10 19:06:02 GMT+01:00 2013,10-Jun-2013 19:06:08.071,0.15238312,51.52414134,20.5,7.0,62.900001525878906,106.9,2.24735737,9.76578903,-0.10896278,0.04057306,-,36.26325607,118.24885559,2296.75,11.13309097,38.72966766,44.8846817,45.36009598,34.6410408,12.60000038
Mon Jun 10 19:06:03 GMT+01:00 2013,10-Jun-2013 19:06:09.054,0.15265642,51.52408067,20.5,7.0,63.20000076293945,107.4,2.17925572,9.9564743,0.72187841,0.06056088,-,36.27644348,118.1579895,2291.5,11.13309097,255,44.88560486,45.9814682,34.6410408,12.5
Mon Jun 10 19:06:04 GMT+01:00 2013,10-Jun-2013 19:06:10.079,0.15294092,51.524022,20.75,7.0,63.099998474121094,107.5,1.56633997,10.67835236,-0.38136974,0.11985165,-,36.28630829,118.2131424,2323.5,11.13309097,35.24230957,44.89169693,45.9814682,34.6410408,12.5
Mon Jun 10 19:06:05 GMT+01:00 2013,10-Jun-2013 19:06:11.067,0.15322264,51.52397439,20.75,6.0,63.5,107.7,2.02943182,9.7249279,-0.14982383,0.03179866,-,36.29720688,118.58545685,2366.25,5.69695187,48.41851044,44.89048004,47.22420883,17.24770546,12.39999962
Mon Jun 10 19:06:06 GMT+01:00 2013,10-Jun-2013 19:06:12.072,0.15351248,51.52391427,21.25,7.0,64.0,107.5,1.90684867,9.91561317,-0.10896278,0.04834622,-,36.31198502,118.3225708,2404,6.34196949,255,44.89255905,47.22420883,19.03461266,12.69999981
Mon Jun 10 19:06:07 GMT+01:00 2013,10-Jun-2013 19:06:13.054,0.15382189,51.52383601,21.5,7.0,63.70000076293945,109.2,1.18497026,9.91561317,0.25878662,0.03729969,-,36.32304001,118.17047119,2331.25,6.34196949,97.8449707,44.89537048,47.22420883,19.03461266,12.39999962
Mon Jun 10 19:06:08 GMT+01:00 2013,10-Jun-2013 19:06:14.054,0.15412912,51.52376199,21.5,6.0,63.70000076293945,109.4,2.56062531,9.9564743,-0.53119355,0.06835669,-,36.33732605,117.46427155,2332.75,6.34196949,255,44.90473175,46.60284042,19.03461266,13.19999981
Mon Jun 10 19:06:09 GMT+01:00 2013,10-Jun-2013 19:06:15.051,0.15442146,51.52369444,21.5,5.0,63.5,109.8,1.94770968,9.6432066,-0.10896278,0.0219093,-,36.34791183,117.8323822,2360,5.95760822,48.52141953,44.90592957,47.22420883,18.0330162,12.5
Mon Jun 10 19:06:10 GMT+01:00 2013,10-Jun-2013 19:06:16.072,0.15470933,51.52362975,21.5,8.0,63.5,109.8,1.63444173,10.21526051,-0.57205462,0.07516652,-,36.35889435,117.7521286,2373.5,5.95760822,85.16543579,44.90851593,47.22420883,18.0330162,12.5
Mon Jun 10 19:06:11 GMT+01:00 2013,10-Jun-2013 19:06:17.062,0.15500309,51.52357228,21.25,5.0,63.5,110.0,1.94770968,10.02457619,0.25878662,0.0603165,-,36.37329483,117.17632294,2336,5.95760822,255,44.91432571,46.60284042,18.0330162,12.5
Mon Jun 10 19:06:12 GMT+01:00 2013,10-Jun-2013 19:06:18.051,0.15528018,51.52350875,21.25,5.0,64.0,110.5,2.56062531,9.45252132,-0.44947147,0.01833928,-,36.38359833,117.29563141,2356.5,-,35.21168518,44.92271423,46.60284042,-,12.5
Mon Jun 10 19:06:13 GMT+01:00 2013,10-Jun-2013 19:06:19.060,0.15555119,51.52342839,21.25,4.0,64.5999984741211,111.5,2.22011662,9.99733543,0.14982383,0.06303424,-,36.39492798,117.27134705,2367.5,11.89177608,255,44.91775894,47.84558105,35.53438568,12.5
Mon Jun 10 19:06:14 GMT+01:00 2013,10-Jun-2013 19:06:20.054,0.15583236,51.52335919,21.25,6.0,64.69999694824219,111.5,1.86598766,9.76578903,-0.0272407,0.03250653,-,36.40943909,116.98775482,2413,11.89177608,255,44.9233551,47.22420883,35.53438568,12.30000019
Mon Jun 10 19:06:15 GMT+01:00 2013,10-Jun-2013 19:06:21.063,0.15610791,51.52326958,21.5,6.0,64.19999694824219,112.5,1.60720098,9.87475204,0.83084118,0.04235667,-,36.42029572,116.34999847,2327.5,11.89177608,255,44.93023682,47.22420883,35.53438568,12.80000019
Mon Jun 10 19:06:16 GMT+01:00 2013,10-Jun-2013 19:06:22.056,0.1563885,51.52319269,21.25,5.0,64.4000015258789,112.7,2.02943182,9.91561317,-0.49033251,0.05192918,-,36.43370056,116.01915741,2320.5,-,40.91742706,44.93894196,46.60284042,-,12.69999981
Mon Jun 10 19:06:17 GMT+01:00 2013,10-Jun-2013 19:06:23.066,0.15668026,51.52313246,21.25,5.0,63.79999923706055,112.7,2.22011662,9.41166019,-0.6810174,0.00716692,-,36.44430161,116.48350525,2370.5,-,44.34803391,44.93769073,47.84558105,-,12.5
Mon Jun 10 19:06:18 GMT+01:00 2013,10-Jun-2013 19:06:24.102,0.15695896,51.52305985,21.25,7.0,63.79999923706055,112.7,2.66958809,9.80665016,0,0.05503637,-,36.45571136,117.46593475,2443.75,5.81564379,30.35985756,44.93679428,49.0883255,17.30719185,12.39999962
Mon Jun 10 19:06:19 GMT+01:00 2013,10-Jun-2013 19:06:25.071,0.1572596,51.52295765,21.5,6.0,63.099998474121094,113.9,2.13839459,9.41166019,-0.76273948,0.00591373,-,36.47254181,118.05490112,3358.5,18.30095673,22.99739647,44.93510437,49.0883255,43.24428177,12.5
Mon Jun 10 19:06:20 GMT+01:00 2013,10-Jun-2013 19:06:26.055,0.1575171,51.52286924,21.75,4.0,63.79999923706055,117.0,1.06238711,9.38441944,-0.80360049,-0.01479316,-,36.48637772,119.31959534,3431.25,12.75278378,22.7147789,44.93093109,50.95243835,27.00251389,12.5
Mon Jun 10 19:06:21 GMT+01:00 2013,10-Jun-2013 19:06:27.054,0.15780726,51.52277802,22.5,4.0,63.900001525878906,117.4,1.06238711,10.02457619,-0.91256332,0.05079764,-,36.50225449,120.54395294,3577.75,29.15562439,23.76103592,44.91039276,53.43792343,59.0766449,12.30000019
Mon Jun 10 19:06:22 GMT+01:00 2013,10-Jun-2013 19:06:28.089,0.15813066,51.5226766,23.0,4.0,63.099998474121094,116.7,1.60720098,9.57510471,-0.49033251,0.00997114,-,36.51995087,121.19675446,3611.5,20.66001892,255,44.9080162,54.68066406,40.73513794,12.39999962
Mon Jun 10 19:06:23 GMT+01:00 2013,10-Jun-2013 19:06:29.063,0.15843075,51.52258259,23.0,7.0,63.0,116.7,2.2882185,9.87475204,-0.83084118,0.05573767,-,36.53741074,121.12151337,3622.25,20.66001892,49.10533524,44.91191483,54.05929184,40.73513794,12.69999981
Mon Jun 10 19:06:24 GMT+01:00 2013,10-Jun-2013 19:06:30.073,0.15875115,51.52248042,24.0,5.0,62.900001525878906,117.1,2.13839459,9.57510471,-0.14982383,0.0192166,-,36.56166077,121.68112946,3680.5,20.66001892,31.03939819,44.91230011,55.30203629,40.73513794,12.5
Mon Jun 10 19:06:25 GMT+01:00 2013,10-Jun-2013 19:06:31.067,0.15904004,51.52239263,24.25,4.0,63.400001525878906,117.2,0.64015633,10.10629845,-1.33479404,0.06019717,-,36.58068466,122.3727417,3736.25,6.89536524,32.06702042,44.90762329,55.92340851,13.29008293,12.60000038
Mon Jun 10 19:06:26 GMT+01:00 2013,10-Jun-2013 19:06:32.086,0.15936796,51.52229849,25.0,4.0,64.5,116.7,0.87170225,10.5693903,0.21792556,0.10029608,-,36.60049057,122.40590668,3651.5,13.37728691,255,44.90602875,56.54477692,25.34088516,12.60000038
Mon Jun 10 19:06:27 GMT+01:00 2013,10-Jun-2013 19:06:33.058,0.15972023,51.52219623,25.25,4.0,65.30000305175781,115.8,0.57205462,9.53424358,0.83084118,-0.0036853,-,36.62683487,122.6699295,2838,13.37728691,37.3770752,44.91321564,56.54477692,25.34088516,12.39999962
Mon Jun 10 19:06:28 GMT+01:00 2013,10-Jun-2013 19:06:34.067,0.16004623,51.52207395,25.5,4.0,63.900001525878906,115.6,1.48461795,13.25259876,-1.83874691,0.39123911,-,36.64696121,123.24702454,2881.25,6.74088669,33.70184708,44.9119606,57.16614914,16.65950966,12.5
Mon Jun 10 19:06:29 GMT+01:00 2013,10-Jun-2013 19:06:35.052,0.16037293,51.52199826,25.75,5.0,64.80000305175781,114.6,1.18497026,9.26183605,-1.52547896,-0.01656348,-,36.66806793,123.84368896,2912.25,6.74088669,33.35167313,44.90978622,58.40889359,16.65950966,12.5
Mon Jun 10 19:06:30 GMT+01:00 2013,10-Jun-2013 19:06:36.069,0.1607067,51.5219028,25.75,7.0,64.80000305175781,114.6,1.98857081,10.06543732,-0.95342433,0.06937677,-,36.69771576,124.80596161,3003.75,15.73026085,30.3337841,44.89383698,59.65163422,38.11206055,12.5
Mon Jun 10 19:06:31 GMT+01:00 2013,10-Jun-2013 19:06:37.053,0.1610716,51.52180647,26.5,6.0,65.5999984741211,114.1,0.6810174,9.26183605,-0.25878662,-0.03396183,-,36.72138214,125.50234985,3059.5,21.97878456,30.59643173,44.89026642,61.51574707,51.61367035,12.5
Mon Jun 10 19:06:32 GMT+01:00 2013,10-Jun-2013 19:06:38.051,0.1614433,51.52171117,27.0,6.0,66.30000305175781,113.7,1.75702488,10.37870502,-0.53119355,0.09339064,-,36.74622726,126.13819885,3120,23.30101395,32.17598724,44.88708115,62.13711929,53.38937759,12.5
Mon Jun 10 19:06:33 GMT+01:00 2013,10-Jun-2013 19:06:39.056,0.16180524,51.5216183,27.5,6.0,66.5,113.4,1.06238711,9.60234547,-0.06810174,0.00382942,-,36.78076935,126.83177948,3172.75,15.33317661,40.93231201,44.88422775,63.37985992,34.49452972,12.5
Mon Jun 10 19:06:34 GMT+01:00 2013,10-Jun-2013 19:06:40.054,0.16217913,51.52151955,28.0,5.0,66.0,112.3,0.9942854,9.11201286,0.0272407,-0.04663306,-,36.80651855,126.28027344,3155.25,15.33317661,255,44.88972855,62.75849152,34.49452972,12.5
Mon Jun 10 19:06:35 GMT+01:00 2013,10-Jun-2013 19:06:41.073,0.16258627,51.52142543,28.5,5.0,65.9000015258789,112.1,1.14410925,9.76578903,0.64015633,0.02342361,-,36.83221436,126.65835571,3162,15.33317661,37.58916092,44.89454269,63.37985992,34.49452972,12.39999962
Mon Jun 10 19:06:36 GMT+01:00 2013,10-Jun-2013 19:06:42.057,0.16296315,51.52133613,28.5,5.0,65.69999694824219,111.4,1.98857081,11.25040722,-4.12696552,0.2572611,-,36.85826874,127.19722748,3203.5,7.98895693,41.78876877,44.89344406,63.37985992,17.89615631,12.39999962
Mon Jun 10 19:06:37 GMT+01:00 2013,10-Jun-2013 19:06:43.061,0.16336769,51.5212376,29.0,4.0,65.0,110.6,1.0215261,9.22097588,0.25878662,-0.03492504,-,36.8935318,127.29000092,3199.25,8.26901913,59.41580963,44.89525223,64.00123596,18.4683342,12.39999962
Mon Jun 10 19:06:38 GMT+01:00 2013,10-Jun-2013 19:06:44.081,0.16375543,51.52114925,29.0,5.0,65.4000015258789,109.8,0.53119355,10.99162102,0.61291564,0.14249688,-,36.91987228,127.1401825,3176,8.26901913,75.46846771,44.8927803,63.37985992,18.4683342,12.60000038
Mon Jun 10 19:06:39 GMT+01:00 2013,10-Jun-2013 19:06:45.075,0.16416108,51.52105669,29.0,5.0,65.19999694824219,109.6,2.22011662,11.22316647,0.19068487,0.18538481,-,36.95417023,126.38038635,3109.25,8.26901913,255,44.90497589,62.75849152,18.4683342,13
Mon Jun 10 19:06:40 GMT+01:00 2013,10-Jun-2013 19:06:46.080,0.16454719,51.52097348,28.75,4.0,65.30000305175781,109.5,2.2882185,9.45252132,-0.06810174,0.01041454,-,36.97897339,126.32348633,3130,-,42.31327057,44.9096756,62.75849152,-,12.5
Mon Jun 10 19:06:41 GMT+01:00 2013,10-Jun-2013 19:06:47.051,0.16493144,51.52089015,28.25,4.0,64.5,109.3,1.79788589,8.37651348,-0.10896278,-0.10760778,-,37.00413132,126.22935486,3132,-,255,44.91139603,62.75849152,-,12.5
Mon Jun 10 19:06:42 GMT+01:00 2013,10-Jun-2013 19:06:48.057,0.1653431,51.52081924,28.5,5.0,63.900001525878906,108.6,0.87170225,9.7249279,-0.25878662,0.01465201,-,37.03760147,126.52664948,3146.25,-,41.35704422,44.91648102,62.75849152,-,12.5
Mon Jun 10 19:06:43 GMT+01:00 2013,10-Jun-2013 19:06:49.053,0.16575645,51.52072964,28.75,5.0,64.5999984741211,108.4,0.91256332,9.9564743,0.25878662,0.03852659,-,37.06324768,126.81317139,3150.25,7.50305653,48.7776413,44.91684723,63.37985992,16.91678619,12.5
Mon Jun 10 19:06:44 GMT+01:00 2013,10-Jun-2013 19:06:50.052,0.16614805,51.52067386,28.75,4.0,65.19999694824219,106.8,0.9942854,9.60234547,-0.29964766,0.00353968,-,37.08824539,126.5777359,3151.75,7.50305653,44.26109695,44.92329788,62.75849152,16.91678619,12.69999981
